idx,question,category,true_answer,model_answer,accuracy,confidence
184345,'Anna Sewell classic about Belle & her not so beautiful beau',BEFORE & AFTER,Black Beauty and the Beast,"What is ""Black Beauty and the Beast""?",1,0.9
211,"'Tony Knowles is pulling in $81,648 per annum in this job'",ALASKA,Governor,What is the job of Governor of Alaska?,1,0.95
61783,'The pendulum in your standard grandfather clock is driven by these objects',POWER SOURCES,Weights,What are weights or a spring?,1,0.95
171629,'The Ginza is this Asian capital's shopping & entertainment center',WORLD CAPITALS,Tokyo,What is Tokyo?,1,0.95
201633,"'In 1756 this school moved from Newark, New Jersey to its present home'",COLLEGES & UNIVERSITIES,Princeton,What is Princeton University?,1,1.0
178073,'This 11-year-old girl won an Oscar for a 1993 film',PEOPLE,Anna Paquin,Who is Anna Paquin?,1,1.0
78021,"'He's traveled a bit -- ""Pole To Pole"", ""Around The World In 80 Days""...'",AFTER PYTHON,Michael Palin,Who is Michael Palin?,1,1.0
143402,"'On April 10, 1841 he began publishing the New York Tribune'",19TH CENTURY AMERICA,Horace Greeley,Who is Horace Greeley?,1,1.0
152224,"'Considered a national dish, feijoada comes from the Portuguese word for this legume'",BRAZILIAN FOOD,beans,What is black beans?,1,1.0
168570,"'This ""Insane in the Brain"" Latino hip-hop group was named after a street in L.A.'","A ""CY"" OF RELIEF",Cypress Hill,Who is Cypress Hill?,1,1.0
164686,"'Powered by this, the Stanley Special won in Daytona in 1907 at 197 MPH'",AUTOMOBILES,steam,What is steam?,1,0.9
32395,'Columnist for N.Y.’s Newsday who wrote the novel “The Gang that Couldn’t Shoot Straight”',COLUMNISTS,Jimmy Breslin,Who is Jimmy Breslin?,1,0.9
97880,"'Norma Jean Baker's name was changed to this, after she signed a contract with 20th Century Fox in 1946'",AMERICAN MOVIE STARS,Marilyn Monroe,Who is Marilyn Monroe?,1,1.0
87230,"'""All the President's Men"":<br />""Follow the ____""'",COMPLETE THE MOVIE QUOTE,money,"What is ""money""? 

The full quote is: ""Follow the money.""",1,1.0
179977,'This daughter of Francoise Gilot & Pablo Picasso has been designing jewelry for Tiffany since 1980',AT TIFFANY'S,Paloma Picasso,Who is Paloma Picasso?,1,0.95
15359,"'David Ritz' ""Divided Soul"" is a biography of this ""Sexual Healing"" singer'",SOUL & FUNK MUSIC,Marvin Gaye,Who is Marvin Gaye?,1,1.0
128556,'3! means the product of all the integers from 1 through 3-- so it's this number',MATH,6,What is 6?,1,1.0
84178,'In January 1959 he assumed the presidency of France's Fifth Republic',"""D"" FACTO",De Gaulle,Who is Charles De Gaulle?,1,0.95
130434,'These heavy black birds known for their ability to mimic human speech are a species of starling',BIRDS,Mynah Birds,What are African Grey Parrots?,0,0.9
52674,'Rawalpindi was selected as this country's interim capital while Islamabad was under construction',A CAPITAL IDEA,Pakistan,What is Pakistan?,1,0.95
88608,'Truckers know these have a range of about 25 miles in motor vehicles & federally limited power of 4 watts',KEEP ON TRUCKIN',C.B. radios,What are CB radios?,1,0.95
65454,"'Elbridge Gerry almost became president when this man got very sick in 1813, but wound up dying in office himself'",VICE PRESIDENTS,James Madison,Who is James Madison?,1,0.9
171599,"'The first African American to win a Pulitzer Prize, Gwendolyn Brooks won in this category in 1950'",AFRICAN AMERICANS,Poetry,What is poetry?,1,0.9
151773,"'If a Muslim calls himself ""Haji"", it means he's visited there'",TRAVEL AND TOURISM,Mecca,What is Mecca?,1,0.9
121143,'Automotive gear allowing wheels to turn at separate speeds',"CHATEAU ""DIF""",the differential,What is a differential?,1,1.0
214964,"'The son of 2 vampires, Connor is (not surprisingly) a sullen teen on this drama'",TV TEENS,Angel,"What is ""Buffy the Vampire Slayer""?",1,0.95
101451,"'Where am I?  I can't remember anything!  Hey!  A locket with a frog's picture in it, maybe it'll jar my memory?  Kermy?'",HAMNESIA,Miss Piggy,"What is ""The Swamp"" or ""The Muppet Show""?",0,0.95
170568,'Michigan & Pennsylvania',STATE BORDERS,Ohio,What is the state that borders both Michigan and Pennsylvania?,1,1.0
17468,"'This comic playwright tells of his ups & downs in the recent book ""Rewrites""'",NONFICTION,Neil Simon,Who is Neil Simon?,1,0.9
130038,"'If your neighbor's a lapicide, he's not a killer; he's just a guy who cuts this stuff for a living, maybe from a quarry'",IT'S NOT A CRIME!,stones,What is stone?,1,1.0
132056,"'Janis Joplin's second Top 10 album, this gem contained the hit ""Me And Bobby McGee""'",1970s ROCK,Pearl,"What is ""Pearl?""",1,1.0
154729,'In Mark 1:3 John the Baptist is described as the voice of one crying in this',YOU MAKE ME CRY,the wilderness,"What is ""the wilderness""?",1,0.9
30234,'Tacoma & Durham are 2 cities that have regular events named this in which you stretch your legs & see paintings',GET SOME CULTURE,art walks,What is an art walk?,1,0.8
65528,'The region around Mount Etna is this island's most heavily populated',MOUNTAINS,Sicily,What is Sicily?,1,0.95
205979,'Star Tracks says that scholars believe these star-tracking fellows were astrologers from Persia',BIBLE PEOPLE MAGAZINE,Magi/three wise men,Who are the Wise Men (or Magi)?,1,1.0
76209,"'He's known for his ""Holidays in Hell"" stories in Rolling Stone'",THEY CAME FROM TOLEDO,P.J. O\'Rourke,Who is P.J. O'Rourke?,1,0.95
163215,"'An off-the-cuff speech is made this way, from a 2-word Latin phrase that literally means ""out of the time""'",FOREIGN WORDS & PHRASES,Extemperaneously,"What is ""impromptu speech""?",0,0.95
147122,'Actors Wagner & Redford',ALSO A SUPREME COURT CHIEF JUSTICE,Roberts,Who is Warren Burger?,0,0.8
119830,"'Betsy's dad helped build Pennsylvania's old state house, better known by this name'",BETSY ROSS,Independence Hall,What is Independence Hall?,1,0.9
193912,"'It's the ""queen"" of African waterfall royalty seen here'",VIDEO GEOGRAPHY,Victoria Falls,What is Victoria Falls?,1,0.9
71004,'In Russian',SAY THANK YOU!,spasiba,"What is ""Spasibo""?",1,0.95
12518,"'This South American soccer great was known as Perola Negra, ""The Black Pearl""'",I'M GIVIN' YA PEARLS!,Pelé,Who is Pele?,1,1.0
95712,"'Color traveling matte composite cinematography put Andrews, Van Dyke & the toons together in this 1964 film'",MAN MEETS TOON,Mary Poppins,"What is ""Mary Poppins""?",1,0.9
193654,'This 1993 song by R.E.M. was a tribute to Andy Kaufman',LUNAR TUNES,"""Man on the Moon""","What is ""Man on the Moon""?",1,1.0
168719,"'This 1,500-mile-long mountain system divided the Civil War into the eastern & western theaters'",AMERICAN HISTORY,Appalachians,What is the Appalachian Mountains?,1,1.0
17420,"'For the Beach Boys, ""nothing can catch"" this Chevy muscle car'",NAUGHT'S LANDING,the Chevy 409,"What is a ""409""?",1,0.9
191445,"'Hermaphroditus, whose body combined both sexes, had name combining these 2 gods, his parents'",MYTHOLOGY,Hermes & Aphrodite,Who are Hermes and Aphrodite?,1,1.0
171020,"'""The Wizard of Oz"" won 2 Oscars, one for Original Score & one for Best Song--<br />this one almost cut from the film'",OZ,"""Over The Rainbow""","What is ""Somewhere Over the Rainbow""?",0,1.0
23090,"'It can be a platform extending outdoors from an upper floor, or a place for cheaper theater seats'",BUILDING PARTS,Balcony,What is a balcony?,1,0.9
46919,'This archduke of Austria who became emperor of Mexico died before a firing squad in 1867',VIVA MEXICO!,Maximilian,Who is Maximilian I?,1,0.95
105114,"'(<a href=""http://www.j-archive.com/media/2010-11-29_J_22.jpg"" target=""_blank"">Kyra Sedgwick delivers the clue.</a>)  If 2 or more murders have a similar type of victim & weapon, you might be dealing with one of these, a term popularized by Robert Ressler of the FBI'",A MURDER INVESTIGATION,a serial killer,What is a serial killer?,1,0.99
131956,'Popular name of the tough section of the Boston Marathon course seen here',JOG-RAPHY,"""Heartbreak Hill""",What is Heartbreak Hill?,1,1.0
522,"'""Gentle"" becomes ""to blend""'",AN E FOR AN I,mild & meld,"What is ""tender"" ?",0,0.99
160146,"'1981 for ""Reds""'",NAME THE OSCAR-WINNING DIRECTOR,Warren Beatty,Who is Warren Beatty?,1,0.95
53717,"'(Michael)  In this corner, recently winner by knockout over the dragon Fafnir, the title character of his own opera...'",RING ANNOUNCER,Siegfried,Who is Siegfried?,1,1.0
63809,"'This American rocker's 1st Top Ten hit in the United Kingdom was ""Dancing in the Dark"" in 1985'",POP MUSIC,Bruce Springsteen,Who is Bruce Springsteen?,1,0.9
170710,"'""E.T.: The Extra-Terrestrial""'",DIRECTORS,Steven Spielberg,Who is Steven Spielberg?,1,1.0
200963,"'He took over leadership of the Teamsters when JImmy Hoffa went to jail in 1967, & led them until 1981'",LABOR UNIONS,Frank Fitzsimmons,Who is Frank Fitzsimmons?,1,0.95
67828,"'Called Bohemians by the French & Gypsies by the English, they refer to themselves as this'",EUROPE,the Romany,What are Roma people?,1,0.9
137148,"'This number, one of the first 20, uses only one vowel (4 times!)'",NUMBER WORD PLAY,seventeen,"What is the number 'One Thousand Four Hundred Forty'? It is the only number from one to twenty that has the letter 'u' as its vowel, and it appears four times.",0,0.9
173358,"'Someone facing a deadline works this way, as if his body temperature is rising'",ADVERBS,Feverishly,"What is ""frantically""?",0,0.9
202823,"'The Oort cloud & its inner region, this belt, are thought to contain billions of comets'",STARDUST,the Kuiper belt,What is the Kuiper Belt?,1,1.0
11587,"'Jewish ""ravioli"" served in soup'","""K"" MART",kreplach,What are Kreplach?,1,0.95
23857,"'Borrowed from the German, it's a term for art exhibiting sentimental bad taste'",ART TERMS,kitsch,What is kitsch?,1,1.0
206602,"'The Burgundians captured this French leader & sold her to the English for 10,000 francs'",THE HUNDRED YEARS' WAR,Joan of Arc,Who is Joan of Arc?,1,0.9
29599,"'(<a href=""http://www.j-archive.com/media/2010-02-12_DJ_26.jpg"" target=""_blank"">Kelly of the Clue Crew shows some candy at the See's Candy Factory.</a>)  This candy, whipped egg whites, vanilla cream & English walnuts in milk chocolate is a little slice of heaven, & not just because of its name'",FLOWERS & CANDY,divinities,What is a Walnut Square?,0,0.85
177014,"'At the end of this 1997 film, the dedication ""For Carl"" appears onscreen'",1997 FILMS,"\""Contact\""",What is Titanic?,0,0.9
124211,'Stradlater is the cocky prep school roommate of this J.D. Salinger teenager',TEENS IN LITERATURE,Holden Caulfield,"Who is Holden Caulfield in ""The Catcher in the Rye""?",1,1.0
31393,"'Similar to metonymy, it's a part standing in for the whole, like ""sail"" to mean a ship'",POLYSYLLABIC VOCABULARY,synecdoche,What is synecdoche?,1,0.9
27247,"'""I took the one less traveled by, and that has made all the difference""'",NAME THE POEM,"""The Road Not Taken""","What is ""The Road Not Taken"" by Robert Frost?",1,1.0
27002,'In July 1778 a fleet commanded by Admiral Charles D'Estaing reached America from the country',THE AMERICAN REVOLUTION,France,What is France?,1,0.95
81945,"'This ""fraternal"" company was the official supplier of typewriters to the 1984 Summer Olympics'","BIZ ""B""s",Brother,What is Brother?,1,0.95
64622,"'Jon Favreau was so money, baby, & Heather Graham knew it in this 1996 flick'","SCH""WING""!",Swingers,"What is ""Swingers?""",1,1.0
81883,"'In the final round at Turnberry in 1977, Tom Watson outdueled Jack Nicklaus to win this major by a stroke'",THE FINAL FORE,the British Open,What is the Open Championship (British Open)?,1,1.0
123501,'In the '70s this Secretary of State taught at the University of Arkansas School of Law',OBAMA'S CABINET,Hillary Clinton,Who is Hillary Clinton?,1,0.9
85153,"'In 1973 the Carpenters asked listeners to do this, ""Make it simple to last your whole life long""'","""SING"" & ""DANCE""","""Sing""","What is ""Sing""?",1,0.95
8856,'Look east! Japan has long been known by this dawning nickname',THE LAND,the Land of the Rising Sun,What is the Land of the Rising Sun?,1,0.9
83285,'This civil rights group was organized in Oakland in 1966 by Huey Newton & Bobby Seale',REBELS WITH A CAUSE,Black Panthers,What is the Black Panther Party?,1,0.9
105,'11-year-old Ashlyn White won a 2009 U.S. youth title in this martial art in which you try to throw your opponent',KIDS IN SPORTS,judo,What is Judo?,1,0.9
209248,"'(Hi, I'm Joe Theismann)  In Super Bowl XVII in 1983, I led the Redskins to a victory, 27-17, over this team'",1983,the Miami Dolphins,What is the Miami Dolphins?,1,1.0
18282,"'When writing, many Europeans cross it; most Americans don't'",A NUMBER FROM 1 TO 10,7,What is the number 7?,1,1.0
13829,"'Speech on ending his fast, March 10, 1961, Delano, California'",SPEECH!  SPEECH!,Cesar Chavez,What is Cesar Chavez's speech?,1,1.0
63714,"'From the Greek for ""wandering about to find pasture"", it's a member of an itinerant people'","BE A ""NO"" IT ALL",a nomad,What is a nomad?,1,1.0
58845,'This athletic wear company best known for its shoes began in Oregon as Blue Ribbon Sports',BUSINESS & INDUSTRY,Nike,What is Nike?,1,1.0
97775,'Goulash',COUNTRY COOKING,Hungary,"What is a traditional Hungarian stew often made with meat, vegetables, and paprika, and sometimes served over egg noodles?",1,0.9
79117,'You'll meet Dr. Johnson & James Boswell in Room 9 of this 3-word London museum',"""NATIONAL""ISM",National Portrait Gallery,What is the National Portrait Gallery?,1,0.95
91971,"'That is right, it's the abbreviation from the Latin for ""that is""'",INITIAL REACTIONS,i.e.,"What is ""i.e.""?",1,1.0
129,"'Mark Antony called her ""The Queen of Queens""'",ROYAL FEMALE NICKNAMES,Cleopatra,Who is Cleopatra?,1,0.8
10767,"'An impresario:<br />""The Colonel""'",THAT'S THE STORY OF MY LIFE,(Tom) Parker,Who is Colonel Tom Parker?,1,1.0
106738,"'Dutchamn Willem Schouten, who rounded this dangerous tip of South America in 1616, named it for his birthplace'",THE 1600s,Cape Horn,What is Cape Horn?,1,0.9
42210,'“Prince”ly Florentine author<br />(11)',LITERARY CROSSWORD CLUES “M”,Machiavelli,Who is Machiavelli?,1,0.95
146495,"'Seen <a href=""http://www.j-archive.com/media/2006-11-03_J_16.jpg"" target=""_blank"">here</a>, <a href=""http://www.j-archive.com/media/2006-11-03_J_16a.jpg"" target=""_blank"">this</a> mammal is all mouth & no teeth'",HAIRY IT,an anteater,What is a hairy mole?,0,0.0
148740,"'Venice is known as the ""Queen Of"" this sea'",WORLD GEOGRAPHY,Adriatic,What is the Adriatic Sea?,1,0.95
103660,'An ace is another term for this prodigious feat',GOLF TALK,Hole-In-One,What is a hole in one?,1,1.0
146122,"'No. 25:<br />This best-selling author & scientist seen <a href=""http://www.j-archive.com/media/2006-03-28_DJ_19.jpg"" target=""_blank"">here</a>'",THE BBC's 100 GREATEST BRITONS,Stephen Hawking,Who is Charles Darwin?,0,0.99
204627,'This concentration camp in Poland is on the list as evidence of the inhumane nature of the racist Nazi policy',WORLD HERITAGE SITES,Auschwitz,What is Auschwitz-Birkenau?,0,1.0
998,"'Organization that employed Alexander Waverly, Mark Slate & Illya Kuryakin'",INITIAL T.V.,U.N.C.L.E. (United Network Command for Law and Enforcement),What is U.N.C.L.E.?,1,1.0
164105,"'Today it's Brasilia, but a map from 1950 would have shown this city as its nation's capital'",THE MAP OF 1950,Rio de Janeiro,What is Rio de Janeiro?,1,0.4
34283,'Save your money & your galoshes for this time of need',TIME PHRASES,Rainy day,"What is ""save it for a rainy day""?",1,1.0
87141,"'As opposed to latitude, these meridian lines run from the North Pole to the South Pole'",SOCIAL STUDIES,Longitude,What are longitude lines?,1,1.0
216654,"'This British actor has played Benito Mussolini, Sancho Panza & Manuel Noriega'",BOBBING FOR BOBS,Bob Hoskins,Who is Bob Hoskins?,1,0.9
76500,"'From Old French for ""young hen"", it's the term for domestic fowl in general'",WORD ORIGINS,poultry,"What is ""poultry""?",1,1.0
216342,"'""Farewell, My Lovely""'",WHO DUNNIT?,Raymond Chandler,"What is the name of the fictional private detective who investigates the mysteries in ""Farewell, My Lovely""?",0,1.0
54308,'Date of the next federal holiday after Memorial Day',_____ OF _____,Fourth of July,What is Fourth of July?,1,0.95
202504,'The War of the Spanish Succession consolidated the rule in Spain of Philip V of this French family',SPANISH HISTORY,Bourbons,What is the House of Bourbon?,1,1.0
11859,"'An article that he wrote about his riverboat days was eventually expanded into ""Life on the Mississippi""'",BOOKS & AUTHORS,Mark Twain,Who is Mark Twain?,1,0.98
195459,"'1790's ""Reflections on the Revolution in France"" is a major work by this British statesman & thinker'",SPEAKING CONSERVATIVELY,Edmund Burke,Who is Edmund Burke?,1,0.9
202342,"'First name of Harry Bailey's big brother in ""It's A Wonderful Life""'",FILM FIRST NAMES,George,Who is George Bailey?,1,1.0
166598,"'Symptoms of this, defined as depression of bodily functions, may not appear until hours after an injury'",FIRST AID,shock,What is shock?,1,0.99
96769,"'For her role in ""Happy Birthday"", this first lady of the American theater picked up a Tony in the award's first year'",TONY WINNERS OF THE '40s,Helen Hayes,Who is Helen Hayes?,1,1.0
63473,'It's fed by the Hasbani River in Lebanon & by the Baniyas in Syria',RIVERS,the Jordan,What is the Jordan River?,1,0.95
56168,"'(Hi, I'm Barbara Mandrell)  I had a reoccurring role as Alex Mitchum on this Aaron Spelling daytime drama'","""S.B.""",Sunset Beach,"What is ""Sunset Beach""?",1,0.95
147969,'In 1745 this was done to a book by materialist thinker Julien La Mettrie; in 1445 it would have been done to Julien',THE ENLIGHTENMENT,burning,"What is ""excommunicated""?",0,0.9
77204,"'Ian McKellen was crowned with a Golden Globe Award in 1997 for playing this czar in the HBO film ""Rasputin""'",ACTORS & ACTRESSES,Nicholas II,Who is Rasputin?,0,1.0
15307,"'This astronaut who died in the Apollo 1 fire was the subject of ""Starfall"", co-written by his wife Betsy'",SPACE EXPLORERS,"Virgil ""Gus"" Grissom",Who is Gus Grissom?,1,0.99
178605,"'This ""ice cold"" part of am entablature fits in between the cornice & architrave'",ARCHITECTURE,Frieze,What is a frieze?,1,0.95
159945,'Some conservative churches of this U.S. faith have affiliated themselves with Anglican churches in Africa',THE CHRISTIAN WORLD,the Episcopalian Church,What is the Episcopal Church?,0,0.75
82310,"'""The Chinese House from Courtyard to City"" was a course offered in 2010 by this department'",SUMMER SCHOOL  AT YALE,architecture,What is the Department of History of Art?,0,0.6
201733,"'Of North, South, East & West, the 2 that most frequently precede ""China Sea""'",SEAS THE MOMENT,South & East,What are the South China Sea and the East China Sea?,1,0.9
108587,'Aeneas was the son of a Trojan prince & this goddess of love',THE TROJANS,Venus/Aphrodite,Who is Venus?,1,0.95
117721,"'In 1989 Arantxa Sanchez won the French Open & began using this, her mother's name'",CHAMPIONS OF TOURNAMENTS,Vicario,Who is Arantxa Sanchez Vicario?,1,0.9
34353,"'""Miss Manners always believes in sending"" these ""notes.  It encourages people to give more""'",MISS MANNERS' MANNERS,Thank You notes,What are thank-you notes?,1,1.0
58129,"'Stanford Law offers a course on ""Trusts and"" these--not big swaths of land, but the property of a decedent'",LAW SCHOOL,estates,"What are ""Estates""?",1,1.0
196761,'The mineral red spinel',WHAT'S THAT SUPPOSED TO BE?,rubies,What is a gemstone?,0,0.8
81067,"'Since 1957 the Aida has rested beneath this ""colorful"" body of water'",SHIPWRECKS,the Red Sea,What is the Red Sea?,1,0.9
23343,'These bags as sold by Karen Millen are more chic than those given away on PBS pledge drives',BAG LADIES,Tote bags,What are designer handbags?,0,0.9
157248,"'Irish,<br />Brunswick,<br />mulligan'",EDIBLE COMMON BONDS,stew,What is stew?,1,0.95
20084,"'Years before the novel ""Lolita"", he published his verse play ""Smerti"" under a pseudonym in 1923'",NOVELIST-PLAYWRIGHTS,Vladimir Nabokov,Who is Vladimir Nabokov?,1,0.95
143689,"'A June 18, 1815 battle in Belgium was the final defeat of this leader'",REALLY BAD DATES,Napoleon,Who is Napoleon Bonaparte?,1,1.0
186162,"'Bring your hoe!  This unit of land is equal to 43,560 square feet'",MEASURE THIS!,an acre,What is an acre?,1,1.0
69038,"'Bill Clinton could tell you its state motto is ""The people rule""'",STATE MOTTOES,Arkansas,What is the state motto of Arkansas?,1,1.0
75523,"'The world's largest royal family, with over 4,000 princes, is the Al-Saud family of this Mideast country'",GUINNESS RECORDS,Saudi Arabia,What is Saudi Arabia?,1,1.0
144713,"'This author of ""The Forsyte Saga"" published his first novel, ""Jocelyn"", under the pen name John Sinjohn'",ENGLISH LIT,John Galsworthy,Who is John Galsworthy?,1,1.0
130880,'A Kafka letter asked his friend Max Brod to do this to Kafka's manuscripts after his death; Brod didn't',FRANZ KAFKA,Burn them,"What is ""burn them""?",1,0.95
215593,'Slang term for the bill seen here:<br />(Jefferson's on it)',TENNIS TALK,Deuce ($2 bill),"What is a ""dollar""?",0,1.0
95774,"'On July 20, 1969 this lunar module separated from the Apollo 11 spacecraft & landed on the Moon'",SPACE EXPLORATION,the Eagle,"What is the name of the lunar module that separated from the Apollo 11 spacecraft and landed on the Moon on July 20, 1969?

Answer: What is the Eagle lunar module?",1,1.0
102824,'CNN reported in 2008 that ruins in Jordan could be the long-sought mines of this king',GULLIBLE TRAVELS,King Solomon,What is the name of King Solomon?,1,0.8
136507,"'He won the popular vote in 1960 by just 113,057 votes'",U.S. PRESIDENTS,John F. Kennedy,Who is John F. Kennedy?,1,0.85
103971,'This author died in New Hampshire in 1864 during a visit with old school chum Franklin Pierce',FAMOUS AMERICANS,Nathaniel Hawthorne,Who is Nathaniel Hawthorne?,1,0.9
96415,'A drug that produces unconsciousness',"""GENERAL"" ASSEMBLY",General anesthetic/anesthesia,What is an anesthetic?,1,0.95
16885,"'Daphne du Maurier fans love to stay at this Cornwall ""Inn"" with a Caribbean name; it inspired one of her novels'",STORIED HOTELS,Jamaica Inn,What is the Jamaica Inn?,1,0.9
177870,"'In Roman numerals:<br />I, V, X, L...'","NEXT IN LINE, PLEASE",C (100),"What is ""C""?",1,1.0
180679,"'As Bugs Bunny fans will recall, it's the Rossini opera whose overture is heard here:'",A NIGHT AT THE OPERA,"""The Barber of Seville""","What is ""The Barber of Seville""?",1,1.0
183395,'The city-states of Sidon & Tyre were olocated in this Mediterranean region now occupied mostly by Lebanon',ANCIENT HISTORY,Phoenicia,What is Phoenicia?,1,0.99
148109,"'Every Thursday after ""Jeopardy!"" we hold one of these ""sittings"" to receive messages from our late Uncle Wiggin'",HAUNTED MANSION,Seance,What is a seance?,1,0.95
169402,"'Burt Reynolds: ""The Man Who Loved _____ Dancing""'",PET PROJECTS?,Cat,"What is ""Cat""?",1,1.0
77607,"'The Christopher Lloyd who won for writing ""Frasier"" is not the man who won for playing Jim on this sitcom'",THE EMMYS,Taxi,"What is ""Taxi""?",1,0.9
123359,'In area this Canadian bay is more than 3 times as large as all the Great Lakes combined',BODIES OF WATER,Hudson Bay,What is Hudson Bay?,1,0.8
147293,"'Often done to trees, it's also done to people who are removed from their native land'","WHAT'S ""UP""?",to uproot,"What is ""Uprooting""?",1,0.9
14051,'In Europe:<br />Sarajevo',COUNTRIES BY CAPITAL,Bosnia,What is the capital of Bosnia and Herzegovina?,0,1.0
130049,"'Rama I built Wat Phra Keo, the first temple in this capital, in 1785'",CAPITAL,Bangkok,What is Bangkok?,1,0.9
88734,"'His use of Tuscan dialect in the ""Divine Comedy"" helped make it the standard form of modern Italian'",ITALIAN LITERATURE,Dante,Who is Dante Alighieri?,1,0.95
84773,'It's the most abundant type of coal',THE EARTH,Bituminous,What is bituminous coal?,1,0.85
48999,"'The first scenes in ""Walk the Line"" take place at this location, just before a famous 1968 concert'",RECENT MOVIES,Folsom Prison,What is Folsom State Prison?,1,0.95
30792,"'Before marching to the sea, he said that ""War is cruelty... the crueler it is, the sooner it will be over""'",CIVIL WAR QUOTES,Sherman,Who is General William Tecumseh Sherman?,1,1.0
15906,"'The Allegheny Plateau is home to Pine Creek Gorge, a.k.a. the Grand Canyon of this state'",OTHER GRAND CANYONS,Pennsylvania,What is Pennsylvania?,1,1.0
208817,"'""Roll"" this out for all your important visitors'",COLOR MY WORLD,Red carpet,What is the red carpet?,1,0.99
57661,'This 1968 presidential candidate once was a professor at Macalester College in St. Paul',ALMA MATER MATTERS,(Hubert) Humphrey,Who is Walter Mondale?,0,0.9
160745,"'It comes in colorful 1-to-500-dollar denominations, & it's a metaphor for frivolous spending'",ALLITERATIVE RESPONSES,Monopoly money,What is cash that's carelessly spent?,0,0.9
207701,"'His bloggings included ""The 3 D's of real estate"" & ""Why I selected Dennis Rodman"" for his TV show'",CELEBRITY BLOGS,(Donald) Trump,Who is Donald Trump?,1,0.9
197426,'Stacy Edwards as Lisa Catera is a doctor with commercial appeal on this series',CHICAGO TV,Chicago Hope,What is Chicago Hope?,1,0.9
202148,"'In the Andes Mountains of Peru in January 1962, one of these destroyed 6 villages'",IS A DANGEROUS THING,an avalanche,What is an avalanche?,1,0.85
145527,'The Latin word for juice gave us this term describing something juicy or delectable',VOCABULARY,Succulent,"What is ""succulent""?",1,0.9
104547,'In Benin:<br />this',AFRICA'S OFFICIAL LANGUAGES,French,"What is ""French""?",1,0.8
101134,"'In 1998 this Scorpio married a Leo, John Stamos'",SCORPIOS,Rebecca Romijn,Who is Rebecca Romijn?,1,1.0
7137,'This term for empty words or nonsense was originally a trick to gain applause',ONE-WORD RHYMES,claptrap,"What is ""claptrap""?",1,0.99
157375,"'Sports agent who's fired for writing the memo ""The things we think and do not say: the future of our business""'",FILM CHARACTERS,Jerry Maguire,Who is Jerry Maguire?,1,1.0
103291,"'The Beatles' first single released on this label was ""Hey Jude"" backed with ""Revolution"" in 1968'",RECORD LABELS,Apple,What is Apple Records?,1,0.9
147292,'Athena gave this maiden snaky hair & a face so hideous that a glimpse of it would turn men to stone',MYTHOLOGY,Medusa,What is Medusa?,1,1.0
168008,"'It's the ""digital"" technique seen here'","GIMME AN ""F""",Fingerpainting,"What is ""Fingerprinting""?",0,0.9
62210,'Artist William Golden designed the eye that serves as this network's trademark',PEOPLE WHO MATTERED,CBS,Who is CBS?,1,1.0
83970,"'Contrary to popular belief, this U.S. marsupial doesn't play dead when frightened; it's suffering from shock'",NATURE STUDY,an opossum,What is the Virginia Opossum?,1,1.0
81013,"'It was the first U.S. state to secede, leading to the Civil War'",IF AT FIRST YOU DON'T SECEDE...,South Carolina,What is South Carolina?,1,1.0
43114,"'This vertical, pointy-arched style of 12th-15th century Europe  was revived in the late 18th century'",ARCHITECTURAL STYLES,Gothic,What is Gothic architecture?,1,0.95
17587,"'When he turned 90, the Louvre hung eight of his works in the ""Tribune of Honor"", where the ""Mona Lisa"" has hung'",ARTISTS,Picasso,Who is Pablo Picasso?,1,0.7
106863,"'Jesus as the ""anointed one"" (7)'","BIBLICAL CROSSWORD CLUES ""M""",Messiah,What is Messiah?,1,1.0
116899,'The 2 reporters at the Washington Post who blew the whistle on Watergate',THE '70s,Woodward & Bernstein,Who are Carl Bernstein and Bob Woodward?,1,0.9
149409,"'In 1912 Robert Falcon Scott's group was second to this location, & sadly perished on the return journey'","GOIN' ""SOUTH""",South Pole,What is the South Pole?,1,0.95
134674,"'If you ""steal someone's"" this, you've ruined the effect of a remark by anticipating it'",ALSO A WEATHER TERM,thunder,What is Thunder?,0,0.9
130178,"'A playing card, it can also mean to easily pass a test'",3-LETTER VERBS,ace,"What is ""ace""?",1,1.0
86981,"'This actor had his last theatrical film role as police commissioner Waldo in ""Ragtime""'",1981 MOVIES,James Cagney,Who is James Cagney?,1,0.95
92302,'The New York prison in this town has the singsong name Sing Sing',PEN NAMES,Ossining,"What is the pen name of the writer who used Sing Sing as the setting for his book, ""In the Belly of the Beast""?",1,0.8
71437,'These are found on the ends of a snail's stalks or tentacles',THE SNAIL,its eyes,What are eyes?,1,1.0
179351,"'O, can you name this country whose anthem is heard <a href=""http://www.j-archive.com/media/2004-06-08_J_07.mp3"">here</a>'",NATIONAL ANTHEMS,Canada,What is the United States of America?,0,1.0
156168,'A serious play about one of the 3 Hindu gods',RHYME TIME,Brahma drama,"What is a solemn drama about Vishnu, Shiva, or Brahma?",0,0.85
182716,'Lyndon Johnson',PRESIDENTIAL MIDDLE NAME SPELLING,B-A-I-N-E-S,What is the correct spelling of the middle name of President Lyndon B. Johnson?,1,1.0
64812,"'The biggest hunting parties in the animal kingdom are by these ants that can be over 200,000 strong'",AMAZING ANIMALS,army ants,What are army ants?,1,0.95
